Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,Complain,Total_Offsprings,Living_With,Family_Size,Days_since_enrollment,Age,Total_Amount,Frequency,Total_purchases
Graduate,62807.0,83,526,28,135,10,21,99,3,0,1,Partner,3,667,63,819,0,20
Undergraduate,19414.0,32,2,3,12,3,5,7,1,0,1,Partner,3,256,42,32,0,4
Graduate,19107.0,49,2,4,9,10,5,16,2,0,1,Partner,3,311,43,46,0,4
Undergraduate,75484.0,50,378,97,259,197,194,34,2,0,1,Partner,3,696,47,1159,0,16
Postgraduate,70379.0,84,553,25,142,65,67,8,3,0,1,Alone,2,483,47,860,0,22
Postgraduate,79419.0,96,751,127,687,20,15,31,1,0,0,Partner,2,7,53,1631,0,14
Postgraduate,64014.0,56,406,0,30,0,0,8,7,0,3,Partner,5,19,77,444,1,15
Graduate,76998.0,85,1449,89,161,69,35,107,2,0,1,Partner,3,534,68,1910,5,27
Postgraduate,49854.0,63,123,17,171,39,0,30,5,0,1,Partner,3,231,51,380,0,13
Postgraduate,60585.0,17,267,42,309,55,42,21,10,0,2,Partner,4,370,52,736,6,20
Postgraduate,42873.0,11,209,0,40,3,2,15,4,0,2,Alone,3,524,73,269,0,11
Graduate,87679.0,62,1259,172,815,97,148,33,1,0,0,Partner,2,337,35,2524,15,28
Graduate,57867.0,48,344,35,178,15,23,17,7,0,1,Partner,3,271,45,612,0,18
Graduate,35765.0,86,22,3,30,0,5,15,2,0,1,Partner,3,200,33,75,0,6
Graduate,65492.0,73,247,161,295,210,85,47,2,0,0,Partner,2,154,64,1045,0,24
Graduate,32952.0,36,38,0,12,3,1,1,1,0,1,Alone,2,210,46,55,0,5
Postgraduate,53374.0,34,896,10,101,13,10,34,6,0,1,Partner,3,682,54,1064,9,15
Graduate,71706.0,16,931,56,253,91,98,14,4,0,1,Partner,3,593,64,1443,0,21
Graduate,68487.0,48,758,12,385,33,89,89,1,0,0,Partner,2,532,35,1366,0,29
Postgraduate,53253.0,61,216,9,57,20,9,125,7,0,2,Partner,4,503,48,436,0,12
Undergraduate,31163.0,54,2,3,10,11,2,10,1,0,1,Alone,2,136,50,38,0,4
Graduate,42014.0,56,244,15,108,4,15,50,6,0,1,Partner,3,681,46,436,6,14
Postgraduate,54108.0,74,539,6,91,8,6,97,13,0,2,Partner,4,601,50,747,0,19
Postgraduate,49667.0,35,1181,26,120,17,13,39,2,0,0,Alone,1,678,68,1396,9,20
Postgraduate,63206.0,65,750,8,125,11,8,26,1,0,0,Partner,2,101,49,928,5,13
Postgraduate,57136.0,48,306,5,109,21,109,92,9,0,2,Partner,4,355,51,642,0,17
Undergraduate,46772.0,88,350,104,189,197,151,57,6,0,1,Partner,3,599,48,1048,3,24
Postgraduate,78931.0,19,331,197,170,58,152,35,1,0,0,Partner,2,247,52,943,0,23
Graduate,53977.0,21,620,16,165,0,24,82,5,0,1,Partner,3,386,65,907,0,22
Graduate,84219.0,27,434,137,400,45,137,45,1,0,0,Partner,2,147,35,1198,0,17
Postgraduate,46098.0,86,57,0,27,0,0,36,4,0,2,Alone,3,680,48,120,0,7
Graduate,73538.0,92,811,76,428,99,137,107,3,0,1,Partner,3,581,58,1658,0,23
Graduate,79529.0,1,423,42,706,73,197,197,1,0,0,Partner,2,63,37,1638,0,21
Undergraduate,20981.0,14,2,12,10,6,13,30,1,0,0,Partner,2,425,46,73,6,6
Graduate,51766.0,74,60,51,87,6,20,51,2,0,1,Alone,2,110,43,275,0,10
Graduate,55759.0,84,675,0,85,10,7,77,5,0,1,Partner,3,578,61,854,0,21
Graduate,33039.0,4,30,8,12,8,8,12,1,0,1,Partner,3,293,45,78,0,6
Postgraduate,37787.0,50,40,1,40,4,3,18,1,0,1,Partner,3,282,51,106,0,6
Graduate,27242.0,2,3,17,26,20,1,39,2,0,1,Alone,2,595,53,106,6,5
Postgraduate,87188.0,73,910,111,724,49,74,55,1,0,0,Alone,1,391,40,1923,6,18
Graduate,69930.0,21,252,98,827,219,70,196,1,0,0,Partner,2,399,52,1662,0,21
Graduate,37697.0,82,34,6,21,11,4,8,1,0,1,Alone,2,142,47,84,0,6
Postgraduate,37401.0,14,19,3,19,3,1,3,2,0,1,Partner,3,54,50,48,0,5
Graduate,3502.0,56,2,1,1,0,0,1,0,0,1,Alone,2,442,50,5,0,0
Graduate,58597.0,20,490,0,184,10,28,21,12,0,2,Partner,4,586,47,733,0,20
Postgraduate,82032.0,54,332,194,377,149,125,57,0,0,0,Alone,1,85,75,1234,0,17
Graduate,28087.0,77,53,8,17,13,0,21,3,0,2,Partner,4,565,65,112,0,6
Postgraduate,74004.0,5,784,48,560,42,176,48,1,0,0,Alone,1,125,36,1658,12,14
Graduate,19740.0,65,7,11,3,10,4,20,2,0,1,Partner,3,462,63,55,0,5
Undergraduate,57036.0,33,1171,43,219,19,14,47,4,0,1,Partner,3,565,48,1513,3,22
Undergraduate,53083.0,65,215,7,33,3,0,13,6,0,2,Partner,4,410,65,271,4,11
Postgraduate,69283.0,41,674,62,134,0,26,8,4,0,1,Partner,3,15,48,904,0,23
Postgraduate,46098.0,86,57,0,27,0,0,36,4,0,2,Alone,3,680,48,120,6,7
Undergraduate,23331.0,92,5,36,7,0,10,45,2,0,1,Partner,3,663,35,103,0,6
Undergraduate,23331.0,97,104,20,101,24,15,5,6,0,1,Alone,2,632,35,269,0,11
Graduate,9255.0,91,9,0,7,2,0,4,1,0,1,Alone,2,191,34,22,0,4
Postgraduate,67786.0,0,431,82,441,80,20,102,1,0,0,Alone,1,204,64,1156,6,15
Postgraduate,71969.0,59,1000,0,76,0,0,10,3,0,1,Partner,3,621,52,1086,4,16
Postgraduate,59235.0,4,448,40,469,80,0,91,3,0,1,Alone,2,533,56,1128,0,25
Graduate,31928.0,5,33,4,24,4,2,5,2,0,1,Partner,3,93,34,72,0,7
Postgraduate,74881.0,48,505,72,270,36,27,54,4,0,2,Partner,4,478,62,964,0,23
Graduate,65819.0,99,267,38,701,149,165,63,1,0,0,Partner,2,577,45,1383,0,19
Postgraduate,51411.0,81,14,0,3,0,0,1,1,0,3,Alone,4,399,70,18,0,3
Graduate,51983.0,95,631,0,115,10,7,30,3,0,1,Alone,2,667,59,793,0,21
Postgraduate,42386.0,43,65,4,16,0,4,11,1,0,1,Partner,3,532,37,100,0,6
Undergraduate,30390.0,5,10,12,12,25,1,20,1,0,0,Partner,2,300,36,80,0,5
Graduate,30983.0,50,51,4,50,12,1,49,1,0,0,Alone,1,597,60,167,6,7
Graduate,66033.0,76,293,35,179,46,59,65,2,0,1,Alone,2,525,66,677,0,18
Undergraduate,37284.0,46,11,1,2,2,1,6,1,0,2,Partner,4,457,48,23,0,3
Postgraduate,57530.0,68,50,1,27,6,7,1,1,0,1,Alone,2,260,72,92,0,6
Undergraduate,76800.0,33,173,26,255,35,71,81,1,0,0,Partner,2,113,58,641,0,15
Graduate,63943.0,50,423,184,368,13,97,21,1,0,1,Partner,3,665,67,1106,0,16
Graduate,76081.0,85,292,30,415,63,33,200,1,0,0,Partner,2,37,61,1033,1,13
Graduate,67445.0,63,757,80,217,29,80,11,5,0,1,Partner,3,686,49,1174,0,27
Postgraduate,37054.0,89,12,1,6,0,1,5,2,0,2,Partner,4,287,56,25,0,4
Postgraduate,47175.0,81,167,2,44,6,2,19,7,0,2,Partner,4,609,61,240,9,10
Graduate,31859.0,77,3,1,3,8,0,5,1,0,1,Alone,2,380,47,20,0,3
Graduate,27215.0,50,30,5,22,8,9,28,4,0,3,Alone,4,522,62,102,0,7
Postgraduate,70179.0,10,532,88,168,69,44,133,3,0,1,Alone,2,343,47,1034,0,23
Graduate,39922.0,30,29,12,59,19,1,36,2,0,1,Partner,3,500,40,156,0,7
Postgraduate,49681.0,66,411,0,26,0,0,21,6,0,2,Partner,4,237,47,458,0,15
Graduate,24645.0,16,5,3,4,4,1,0,1,0,1,Partner,3,605,35,17,0,3
Graduate,79865.0,12,71,99,278,185,121,38,1,0,1,Alone,2,11,69,792,0,20
Graduate,44322.0,30,46,0,40,3,0,3,2,0,1,Partner,3,13,38,92,0,6
Graduate,47958.0,8,268,11,88,15,3,22,2,0,1,Alone,2,526,71,407,0,14
Postgraduate,63972.0,93,928,63,254,0,12,12,4,0,1,Alone,2,574,59,1269,4,19
Graduate,75315.0,14,459,15,171,142,23,31,2,0,1,Partner,3,75,69,841,0,21
Postgraduate,55517.0,53,483,0,108,0,6,36,5,0,2,Partner,4,640,73,633,6,18
Postgraduate,75283.0,26,733,9,180,12,19,66,11,0,3,Partner,5,459,66,1019,0,14
Postgraduate,82800.0,23,1006,22,115,59,68,45,1,0,0,Alone,1,582,77,1315,12,25
Graduate,38998.0,92,34,1,14,0,0,5,3,1,2,Partner,4,603,69,54,0,5
Postgraduate,90638.0,29,1156,120,915,94,144,96,1,0,0,Alone,1,136,32,2525,11,17
Postgraduate,27161.0,41,7,4,23,7,0,11,1,0,1,Partner,3,244,37,52,0,4
Graduate,42014.0,56,244,15,108,4,15,50,6,0,1,Partner,3,681,46,436,6,14
Postgraduate,38201.0,19,233,0,23,0,0,12,4,0,1,Partner,3,457,63,268,0,11
Graduate,45203.0,4,35,3,67,10,8,24,1,0,2,Partner,4,98,41,147,6,7
Postgraduate,81574.0,89,1252,0,465,46,35,0,1,0,0,Partner,2,62,76,1798,9,17
Graduate,34935.0,71,34,4,66,3,10,20,1,0,0,Partner,2,373,31,137,0,7
Postgraduate,60482.0,81,255,43,134,37,14,24,1,0,1,Alone,2,522,47,507,0,16
Graduate,34633.0,31,8,1,5,0,0,1,1,0,3,Partner,5,157,67,15,0,3
Postgraduate,78093.0,53,368,32,639,13,43,10,1,0,0,Partner,2,200,76,1105,0,16
Graduate,82460.0,78,255,47,573,52,32,15,1,0,0,Alone,1,209,73,974,0,14
Postgraduate,45903.0,80,33,8,10,2,10,3,2,0,1,Partner,3,67,57,66,0,6
Graduate,81361.0,18,163,23,424,27,65,76,1,0,0,Alone,1,124,36,778,6,26
Postgraduate,35860.0,37,15,0,8,4,2,20,2,0,2,Alone,3,41,50,49,9,4
Postgraduate,40442.0,52,45,12,52,25,22,13,4,0,2,Partner,4,679,71,169,6,8
Graduate,61482.0,39,48,58,68,16,66,43,1,0,0,Partner,2,2,58,299,0,11
Graduate,34968.0,11,158,6,45,8,2,2,7,0,1,Partner,3,445,43,221,0,10
Graduate,75794.0,33,754,160,625,63,32,48,1,0,0,Partner,2,187,36,1682,1,24
Postgraduate,31497.0,22,108,1,28,13,1,4,2,0,1,Partner,3,570,61,155,0,8
Graduate,74268.0,83,199,66,315,97,174,41,1,0,0,Partner,2,500,68,892,0,12
Undergraduate,13724.0,43,2,7,5,2,15,27,1,0,1,Partner,3,667,35,58,3,4
Postgraduate,45143.0,74,202,5,74,11,5,14,3,0,1,Partner,3,307,58,311,0,12
Postgraduate,52569.0,54,85,0,3,0,0,7,1,0,1,Alone,2,85,56,95,0,6
Postgraduate,48432.0,3,322,3,50,4,3,42,5,0,1,Alone,2,619,50,424,6,14
Postgraduate,17144.0,96,18,2,19,0,2,6,5,0,2,Partner,4,134,63,47,0,7
Graduate,36108.0,68,141,8,129,3,11,47,3,0,1,Alone,2,257,39,339,3,12
Graduate,76445.0,2,739,107,309,140,80,35,1,0,1,Partner,3,639,52,1410,0,20
Postgraduate,36663.0,40,18,0,6,3,3,5,1,0,1,Partner,3,65,48,35,0,5
Postgraduate,53843.0,64,378,0,88,19,4,73,4,0,1,Partner,3,367,58,562,0,16
Postgraduate,90226.0,26,1083,108,649,253,151,108,1,0,0,Partner,2,641,67,2352,1,23
Postgraduate,70638.0,69,1016,12,215,16,12,63,1,0,0,Alone,1,393,68,1334,4,19
Graduate,44512.0,57,23,1,6,0,0,2,2,0,2,Partner,4,303,63,32,0,4
Graduate,27116.0,78,12,1,21,2,2,3,2,0,2,Partner,4,119,62,41,0,5
Postgraduate,54072.0,71,35,0,4,0,0,0,1,0,2,Partner,4,337,60,39,0,4
Graduate,71855.0,59,548,31,422,0,112,28,4,0,1,Partner,3,529,46,1141,0,21
Undergraduate,51250.0,28,342,32,230,34,32,40,5,0,1,Alone,2,456,33,710,3,19
Postgraduate,60432.0,61,365,3,15,4,3,11,5,0,1,Partner,3,112,50,401,0,14
Postgraduate,65526.0,22,397,19,69,12,0,9,1,0,1,Partner,3,79,59,506,0,16
Graduate,68655.0,95,456,19,832,75,118,38,1,0,0,Alone,1,688,35,1538,0,20
Undergraduate,12393.0,38,5,6,15,11,7,13,1,0,0,Partner,2,572,45,57,0,5
Graduate,64509.0,19,836,185,575,24,25,77,1,0,0,Alone,1,316,33,1722,9,18
Graduate,33955.0,92,100,2,128,23,7,10,4,0,1,Alone,2,324,48,270,0,11
Graduate,31353.0,24,10,0,10,3,1,7,2,0,2,Partner,4,182,46,31,6,4
Graduate,55434.0,21,238,115,215,169,69,76,3,0,1,Partner,3,267,39,882,0,21
Graduate,28359.0,35,6,0,5,2,1,2,1,0,1,Partner,3,245,40,16,0,3
Graduate,57100.0,9,158,11,99,15,11,17,2,0,1,Alone,2,42,36,311,0,12
Graduate,69139.0,23,86,12,75,33,15,6,1,0,1,Partner,3,153,58,227,0,10
Postgraduate,52973.0,92,856,0,76,12,9,199,7,0,1,Partner,3,598,67,1152,0,24
Postgraduate,51717.0,55,98,1,17,0,1,5,1,0,1,Partner,3,313,58,122,4,7
Graduate,18793.0,14,4,16,20,0,17,20,3,0,1,Partner,3,533,52,77,0,6
Undergraduate,66664.0,78,398,96,447,220,96,32,1,0,0,Partner,2,642,41,1289,0,18
Graduate,50664.0,64,313,8,104,6,4,126,9,0,2,Alone,3,529,64,561,0,15
Graduate,54414.0,49,109,18,16,24,26,18,4,0,2,Partner,4,522,60,211,0,9
Postgraduate,54549.0,8,216,2,6,0,0,9,2,0,1,Partner,3,118,71,233,0,10
Postgraduate,47111.0,35,595,71,153,120,112,41,6,0,1,Alone,2,659,52,1092,0,15
Postgraduate,41003.0,11,123,133,142,71,44,88,1,0,0,Alone,1,469,60,601,0,16
Graduate,19444.0,8,16,0,23,3,2,10,3,0,1,Partner,3,127,41,54,6,7
Undergraduate,36301.0,53,11,12,35,3,5,12,1,0,1,Partner,3,247,47,78,0,6
Postgraduate,73059.0,36,410,112,420,0,82,71,1,0,1,Partner,3,302,76,1095,0,25
Postgraduate,42731.0,64,159,2,51,6,2,24,3,0,1,Partner,3,251,54,244,0,10
Postgraduate,52854.0,43,105,0,10,0,1,0,2,0,2,Partner,4,97,64,116,0,7
Graduate,22775.0,40,5,1,8,0,0,1,1,0,1,Partner,3,375,45,15,0,3
Postgraduate,46681.0,52,269,15,69,15,19,38,2,0,2,Partner,4,264,75,425,0,14
Postgraduate,59821.0,11,629,0,70,0,0,35,6,0,1,Partner,3,443,68,734,0,20
Graduate,50002.0,21,443,5,71,21,16,82,2,0,1,Alone,2,377,69,638,0,17
Graduate,69755.0,23,217,77,373,111,23,93,1,0,0,Partner,2,270,78,894,0,21
Graduate,44078.0,17,24,1,10,2,0,4,2,0,2,Partner,4,10,54,41,0,5
Postgraduate,30560.0,6,9,1,5,4,5,7,1,0,1,Partner,3,367,47,31,0,4
Postgraduate,35924.0,56,8,0,14,2,3,7,1,0,2,Partner,4,98,54,34,0,4
Postgraduate,64140.0,71,1459,0,61,0,15,215,5,0,2,Alone,3,279,59,1750,16,13
Graduate,56386.0,51,230,48,214,13,32,75,8,0,2,Partner,4,610,42,612,0,17
Undergraduate,24594.0,94,1,3,6,10,0,9,1,0,1,Partner,3,201,44,29,0,4
Undergraduate,75774.0,27,340,21,134,258,14,56,1,0,1,Partner,3,58,42,823,0,20
Postgraduate,39228.0,1,7,1,6,0,3,3,1,0,0,Alone,1,415,63,20,0,3
Postgraduate,58494.0,56,298,7,68,4,0,19,2,0,1,Partner,3,199,49,396,0,14
Graduate,58684.0,71,479,35,179,28,7,85,1,0,0,Alone,1,13,42,813,4,20
Graduate,57136.0,18,267,140,599,34,12,127,1,0,0,Alone,1,407,56,1179,6,19
Postgraduate,56551.0,48,67,4,32,17,2,16,3,0,2,Alone,3,53,73,138,0,7
Graduate,22448.0,86,3,1,8,23,2,18,3,0,1,Partner,3,123,41,55,0,6
Graduate,82014.0,48,980,37,265,35,163,31,1,0,0,Alone,1,678,62,1511,6,21
Graduate,34213.0,2,50,4,28,6,3,26,3,0,2,Alone,3,660,60,117,6,6
Graduate,157146.0,13,1,0,1725,2,1,1,0,0,0,Partner,2,426,46,1730,0,28
Postgraduate,25358.0,57,19,0,5,0,0,8,2,0,1,Alone,2,342,76,32,0,4
Postgraduate,35544.0,77,30,5,23,4,1,4,1,0,1,Alone,2,113,45,67,0,5
Postgraduate,36634.0,0,213,9,76,4,3,30,3,0,1,Partner,3,397,69,335,0,12
Postgraduate,62670.0,57,539,30,92,80,46,38,1,0,1,Partner,3,147,69,825,0,21
Undergraduate,50334.0,24,284,16,160,84,16,134,6,0,1,Partner,3,340,51,694,0,17
Graduate,72066.0,55,1003,34,536,134,51,34,1,0,0,Alone,1,6,42,1792,12,16
Postgraduate,50729.0,62,239,13,143,45,4,52,9,0,2,Alone,3,423,65,496,0,15
Graduate,34916.0,89,51,23,82,33,0,42,4,0,2,Partner,4,410,55,231,0,9
Graduate,64892.0,77,527,24,230,32,24,65,2,0,1,Alone,2,31,47,902,0,22
Graduate,43602.0,45,19,5,12,10,3,19,3,0,2,Alone,3,170,57,68,0,6
Postgraduate,33996.0,46,40,2,15,8,0,6,1,0,0,Alone,1,291,34,71,0,5
Undergraduate,41473.0,80,21,8,20,15,3,9,1,0,1,Alone,2,375,38,76,0,5
Postgraduate,63246.0,60,593,30,91,29,22,7,1,0,2,Partner,4,313,56,772,0,21
Postgraduate,36732.0,71,21,5,3,10,1,7,3,0,2,Partner,4,182,64,47,0,6
Postgraduate,69084.0,43,1181,107,199,39,30,30,2,0,1,Partner,3,222,53,1586,0,23
Postgraduate,77766.0,97,1004,59,265,115,59,27,2,0,1,Partner,3,492,56,1529,9,32
Postgraduate,37929.0,49,202,2,46,3,2,10,2,0,0,Alone,1,334,38,265,11,11
Graduate,86610.0,66,446,107,768,33,196,53,1,0,0,Partner,2,297,72,1603,0,17
Postgraduate,80141.0,20,1184,102,673,52,40,40,1,0,0,Partner,2,534,37,2091,11,21
Undergraduate,72635.0,54,390,22,323,104,35,107,1,0,0,Partner,2,391,68,981,1,20
Graduate,69016.0,61,726,53,363,123,107,161,4,0,1,Partner,3,584,53,1533,0,30
Undergraduate,20193.0,18,8,8,22,24,11,9,1,0,0,Partner,2,578,32,82,0,6
Graduate,27573.0,45,50,15,110,39,15,15,4,0,1,Partner,3,461,48,244,0,10
Undergraduate,15862.0,26,1,1,4,11,9,10,1,0,1,Alone,2,367,44,36,0,4
Postgraduate,49544.0,0,308,0,73,0,0,23,2,0,1,Partner,3,502,47,404,0,14
Graduate,33228.0,28,22,2,31,7,4,5,1,0,1,Partner,3,157,43,71,0,5
Graduate,70440.0,49,690,117,499,76,102,88,1,0,0,Partner,2,264,45,1572,1,22
Graduate,38232.0,84,43,5,28,7,6,33,4,0,2,Partner,4,163,52,122,0,7
Postgraduate,22554.0,38,27,0,10,0,0,4,4,0,2,Partner,4,603,68,41,0,6
Postgraduate,23536.0,53,6,0,3,0,0,1,1,0,1,Partner,3,25,40,10,0,3
Graduate,49413.0,88,205,7,41,3,2,46,2,0,1,Partner,3,247,71,304,0,11
Graduate,42231.0,99,24,0,8,0,1,4,1,0,2,Partner,4,96,54,37,0,4
Postgraduate,78789.0,12,667,50,850,21,83,83,1,0,0,Alone,1,690,43,1754,6,15
Graduate,56534.0,35,691,7,61,10,0,46,4,0,1,Partner,3,341,55,815,12,21
Graduate,58350.0,5,493,26,206,116,80,80,4,0,1,Alone,2,541,52,1001,0,23
Graduate,81217.0,77,493,70,324,146,40,84,1,0,0,Alone,1,345,34,1157,0,21
Graduate,49090.0,45,494,5,82,7,0,100,3,0,1,Alone,2,345,72,688,0,18
Postgraduate,61787.0,71,621,73,414,78,48,85,1,0,0,Alone,1,358,36,1319,0,18
Postgraduate,18169.0,40,9,0,5,0,0,7,1,0,1,Partner,3,495,38,21,0,3
Undergraduate,24336.0,82,1,6,2,8,2,12,1,0,1,Alone,2,671,42,31,0,3
Graduate,18222.0,70,12,4,19,12,6,14,1,0,0,Partner,2,545,33,67,0,5
Graduate,62335.0,87,243,131,217,85,6,26,2,0,1,Alone,2,402,71,708,0,19
Undergraduate,42033.0,95,11,1,4,2,0,7,1,0,2,Partner,4,648,52,25,0,3
Postgraduate,86580.0,72,532,21,127,26,20,20,0,0,0,Partner,2,487,40,746,5,11
Postgraduate,41437.0,5,29,0,2,0,0,1,1,0,2,Alone,3,645,66,32,0,4
Postgraduate,73705.0,86,612,91,520,258,107,107,2,0,2,Alone,3,116,72,1695,0,23
Graduate,61064.0,80,387,126,342,0,45,180,5,0,1,Partner,3,667,47,1080,0,23
Postgraduate,38452.0,62,56,0,14,0,0,2,3,0,2,Partner,4,91,68,72,0,6
Graduate,18358.0,49,6,8,19,16,4,4,3,0,1,Alone,2,221,34,57,0,7
Postgraduate,55012.0,85,582,0,65,0,0,13,6,0,1,Partner,3,100,50,660,0,19
Undergraduate,9722.0,7,6,17,16,6,16,42,4,0,1,Partner,3,635,50,103,6,7
Postgraduate,38175.0,6,70,6,69,2,3,3,3,0,1,Partner,3,279,39,153,0,8
Postgraduate,58656.0,25,962,12,194,16,24,12,4,0,1,Partner,3,647,67,1220,5,28
Graduate,52117.0,55,112,10,107,30,0,20,2,0,1,Partner,3,682,58,279,0,11
Graduate,64813.0,81,293,0,124,179,97,52,1,0,1,Partner,3,178,45,745,0,19
Postgraduate,54222.0,98,199,12,31,3,12,7,1,0,1,Partner,3,120,50,264,0,11
Graduate,83512.0,31,1060,61,835,80,20,101,1,0,0,Partner,2,12,37,2157,17,21
Postgraduate,77520.0,30,940,44,396,0,88,58,1,0,1,Partner,3,305,64,1526,15,22
Graduate,41154.0,98,44,2,11,2,3,7,1,0,1,Partner,3,446,45,69,0,5
Graduate,80398.0,92,342,51,936,207,35,26,1,0,0,Partner,2,596,57,1597,5,25
Undergraduate,18746.0,41,2,10,11,12,9,20,2,0,1,Alone,2,31,31,64,0,6
Graduate,35196.0,68,75,12,141,43,39,187,6,0,1,Partner,3,593,39,497,0,12
Graduate,60230.0,78,520,20,367,39,81,40,2,0,1,Alone,2,405,67,1067,0,15
Graduate,22108.0,46,5,3,9,6,2,6,2,0,2,Partner,4,52,46,31,0,5
Graduate,44392.0,71,87,5,71,7,12,29,5,0,2,Partner,4,297,49,211,0,9
Postgraduate,55424.0,6,462,61,184,10,53,107,4,0,1,Partner,3,581,47,877,9,21
Graduate,17688.0,82,2,2,1,3,1,2,1,1,1,Partner,3,532,44,11,0,3
Postgraduate,92491.0,71,979,44,935,29,25,22,1,0,0,Partner,2,424,40,2034,16,24
Graduate,90273.0,32,704,129,853,120,74,111,1,0,0,Alone,1,197,32,1991,16,18
Postgraduate,82571.0,28,861,31,558,62,95,79,0,0,0,Alone,1,88,61,1686,5,24
Postgraduate,38513.0,20,172,3,115,16,0,18,5,0,1,Alone,2,152,41,324,6,12
Postgraduate,16653.0,10,5,7,31,15,4,7,3,0,1,Alone,2,72,44,69,6,6
Graduate,42586.0,7,194,2,56,0,0,0,5,0,2,Partner,4,608,68,252,6,11
Undergraduate,23529.0,67,9,7,13,3,2,20,1,0,1,Alone,2,538,58,54,0,4
Postgraduate,74881.0,48,505,72,270,36,27,54,4,0,2,Partner,4,478,62,964,0,23
Graduate,71107.0,61,533,10,217,198,174,195,2,0,1,Partner,3,497,72,1327,0,26
Postgraduate,46910.0,36,48,0,14,0,0,6,2,0,2,Partner,4,98,59,68,0,5
Graduate,18690.0,77,6,1,7,23,4,19,1,0,0,Partner,2,548,64,60,0,4
Graduate,37244.0,90,18,2,10,0,0,25,1,0,2,Alone,3,428,68,55,3,4
Graduate,82427.0,35,482,147,509,104,107,107,1,0,0,Partner,2,109,57,1456,5,20
Undergraduate,75342.0,38,204,97,97,21,118,26,1,0,1,Alone,2,419,65,563,0,17
Graduate,70044.0,46,1073,0,250,153,14,14,4,0,1,Alone,2,496,69,1504,0,22
Graduate,79146.0,33,245,16,223,21,43,16,2,0,2,Alone,3,66,56,564,0,17
Graduate,77437.0,70,560,21,442,29,44,29,1,0,0,Partner,2,215,60,1125,5,22
Graduate,54984.0,51,173,13,131,32,3,6,4,0,1,Partner,3,36,64,358,1,13
Postgraduate,42403.0,18,22,1,11,0,5,3,1,0,1,Partner,3,200,52,42,0,4
Graduate,55761.0,97,136,1,12,0,3,32,2,0,1,Partner,3,66,59,184,4,8
Graduate,37292.0,32,275,0,86,10,23,66,5,0,1,Partner,3,437,40,460,0,14
Postgraduate,45576.0,9,56,19,29,2,14,25,1,0,0,Alone,1,32,78,145,6,7
Graduate,70321.0,6,303,23,751,82,26,191,1,0,0,Partner,2,529,76,1376,6,24
Postgraduate,58086.0,80,708,7,62,0,0,15,2,0,1,Alone,2,525,54,792,0,21
Graduate,81795.0,74,324,132,693,27,118,88,1,0,0,Partner,2,611,71,1382,0,22
Undergraduate,28389.0,49,1,5,3,7,4,8,1,0,0,Partner,2,586,76,28,0,3
Postgraduate,66835.0,21,620,26,195,34,17,141,1,0,0,Partner,2,274,77,1033,0,23
Graduate,69901.0,95,312,21,206,102,92,149,3,0,1,Alone,2,396,54,882,0,20
Postgraduate,80360.0,56,1493,86,454,112,43,43,2,0,0,Partner,2,483,74,2231,10,13
Postgraduate,63342.0,48,918,21,118,13,10,21,3,0,1,Partner,3,621,62,1101,10,16
Graduate,44989.0,26,98,0,106,49,10,106,5,0,1,Partner,3,655,49,369,0,11
Undergraduate,31859.0,3,3,4,7,15,8,11,1,0,1,Alone,2,122,43,48,0,4
Postgraduate,51569.0,39,380,0,47,6,0,34,4,0,1,Alone,2,502,74,467,10,15
Graduate,30372.0,33,15,0,12,7,3,7,3,0,2,Alone,3,551,52,44,0,5
Undergraduate,16014.0,42,3,9,4,7,8,7,4,0,2,Alone,3,469,44,38,0,6
Graduate,41120.0,80,24,2,23,0,8,24,3,0,2,Partner,4,235,55,81,0,6
Postgraduate,39763.0,9,80,1,60,4,6,16,2,0,1,Alone,2,329,52,167,6,8
Postgraduate,38725.0,52,31,0,6,2,1,5,2,0,2,Partner,4,50,68,45,0,5
Graduate,77981.0,78,138,120,204,16,126,60,3,0,1,Partner,3,399,51,664,0,18
Undergraduate,62905.0,68,166,75,96,119,107,59,3,0,1,Partner,3,292,59,622,0,17
Undergraduate,13533.0,45,12,3,8,8,0,17,2,0,1,Alone,2,476,44,48,0,5
Graduate,59481.0,47,178,3,85,71,66,58,2,0,1,Partner,3,249,48,461,0,14
Graduate,72117.0,34,707,20,171,65,60,50,1,0,1,Partner,3,313,46,1073,0,25
Undergraduate,21955.0,81,5,1,7,17,14,11,2,0,1,Partner,3,295,37,55,0,6
Graduate,67131.0,72,465,71,250,93,35,62,3,0,1,Partner,3,460,67,976,0,23
Postgraduate,36802.0,23,16,1,2,0,0,1,1,0,1,Alone,2,13,43,20,0,4
Graduate,71853.0,29,358,108,413,141,97,32,1,0,0,Partner,2,417,41,1149,0,16
Undergraduate,28249.0,80,1,9,7,2,14,10,1,0,0,Partner,2,14,62,43,0,5
Postgraduate,47808.0,30,123,1,26,2,0,72,2,0,1,Partner,3,252,48,224,3,8
Postgraduate,25509.0,15,40,3,30,10,7,11,3,0,1,Alone,2,649,49,101,6,6
Postgraduate,51012.0,86,102,9,63,2,9,24,1,0,0,Partner,2,437,77,209,0,9
Graduate,70596.0,68,347,44,534,17,0,26,1,0,0,Alone,1,632,38,968,0,20
Postgraduate,85431.0,54,376,53,462,168,53,53,1,0,0,Partner,2,386,71,1165,0,16
