Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,DealsPurchases,Web,Catalog,Store,WebVisitsMonth,Complain,Response,Age,Living_With,Total_Offsprings,Total_Expenditure,Family_Size,Total_Purchases,Campaigns_Accepted
Postgraduate,Together,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,37,Partner,One Child,1497,2,23,0
Postgraduate,Together,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,53,Partner,Two Children,495,3,21,0
Graduate,Married,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,47,Partner,Three or More Children,20,4,10,0
Graduate,Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,69,Alone,One Child,570,1,28,0
Graduate,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,51,Partner,Two Children,769,3,26,0
Undergraduate,Married,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,45,Partner,Two Children,55,3,15,0
Postgraduate,Single,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,1,43,Alone,One Child,1808,1,21,2
Graduate,Married,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,51,Partner,Two Children,55,3,14,0
Graduate,Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,1,62,Alone,One Child,577,1,23,1
Graduate,Married,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,60,Partner,One Child,162,2,16,0
Graduate,Together,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,64,Partner,Two Children,1957,3,26,4
Undergraduate,Divorced,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,64,Alone,Two Children,1576,2,32,0
Graduate,Married,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,69,Partner,Three or More Children,1616,5,22,2
Graduate,Divorced,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,61,Alone,Three or More Children,36,4,14,0
Postgraduate,Widow,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,65,Alone,Two Children,1482,2,26,0
Graduate,Together,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,39,Partner,Two Children,22,3,11,0
Postgraduate,Divorced,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,47,Alone,Three or More Children,63,3,11,0
Postgraduate,Together,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,56,Partner,Three or More Children,542,4,25,0
Undergraduate,Together,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,43,Partner,Two Children,50,3,14,0
Graduate,Married,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,56,Partner,Three or More Children,39,4,14,0
Graduate,Married,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,67,Partner,Two Children,1043,3,31,0
Postgraduate,Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,51,Alone,Two Children,385,2,21,0
Graduate,Divorced,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,43,Alone,One Child,1633,1,30,0
Undergraduate,Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,43,Alone,Two Children,46,2,11,0
Graduate,Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,0,46,Alone,Two Children,761,2,25,1
Graduate,Together,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,73,Partner,Three or More Children,76,4,14,0
Graduate,Married,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,49,Partner,Two Children,290,3,19,0
Graduate,Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,35,Alone,Two Children,89,2,17,0
Graduate,Married,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,42,Partner,Two Children,70,3,20,0
Undergraduate,Married,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,63,Partner,One Child,1066,2,18,0
Graduate,Together,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,0,1,53,Partner,One Child,2009,2,21,3
Postgraduate,Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,67,Alone,Two Children,764,2,28,0
Graduate,Single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,60,Alone,Two Children,195,2,16,0
Graduate,Married,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,43,Partner,Three or More Children,53,4,16,0
Graduate,Single,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,49,Alone,Two Children,368,2,19,0
Postgraduate,Married,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,69,Partner,Two Children,544,3,24,0
Undergraduate,Married,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,66,Partner,One Child,1853,2,28,2
Postgraduate,Together,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,0,57,Partner,Three or More Children,35,4,11,1
Postgraduate,Married,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,49,Partner,Two Children,446,3,26,2
Graduate,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,44,Alone,Two Children,1180,2,38,0
Postgraduate,Married,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,50,Partner,Two Children,41,3,12,0
Graduate,Married,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,38,Partner,Three or More Children,727,4,27,0
Graduate,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,57,Partner,Three or More Children,40,4,14,0
Graduate,Together,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,54,Partner,Two Children,40,3,15,0
Postgraduate,Together,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,54,Partner,Three or More Children,292,4,25,0
Graduate,Married,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,36,Partner,One Child,15,2,10,0
Undergraduate,Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,48,Alone,Two Children,369,2,20,0
Postgraduate,Together,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,50,Partner,Two Children,401,3,21,0
Postgraduate,Single,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,57,Alone,Two Children,393,2,22,0
Postgraduate,Single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,37,Alone,Three or More Children,10,3,11,0
Graduate,Together,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,45,Partner,Two Children,486,3,19,0
Graduate,Together,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,44,Partner,Two Children,69,3,14,0
Postgraduate,Together,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,40,Partner,One Child,1727,2,20,2
Graduate,Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,0,64,Alone,Two Children,995,2,19,1
Graduate,Together,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,47,Partner,Two Children,45,3,17,0
Undergraduate,Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,42,Alone,Three or More Children,182,3,19,0
Postgraduate,Together,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,45,Partner,Two Children,989,3,26,0
Graduate,Together,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,0,70,Partner,One Child,1677,2,20,3
Postgraduate,Divorced,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,52,Alone,Three or More Children,595,3,29,0
Graduate,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,40,Partner,Two Children,156,3,17,0
Postgraduate,Single,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,67,Alone,One Child,1226,1,29,0
Undergraduate,Together,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,45,Partner,Two Children,128,3,20,0
Graduate,Single,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,0,1,51,Alone,Two Children,86,2,17,1
Graduate,Married,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,48,Partner,Two Children,68,3,15,0
Graduate,Divorced,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,48,Alone,Three or More Children,16,3,9,0
Undergraduate,Married,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,42,Partner,Three or More Children,55,4,13,0
Postgraduate,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,51,Alone,One Child,2114,1,24,0
Postgraduate,Together,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,53,Partner,One Child,2018,2,20,0
Postgraduate,Single,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,70,Alone,Three or More Children,263,4,24,0
Graduate,Married,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,64,Partner,Three or More Children,55,4,14,0
Graduate,Together,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,61,Partner,Three or More Children,564,4,32,0
Postgraduate,Single,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,45,Alone,One Child,1281,1,25,0
Graduate,Married,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,0,50,Partner,Two Children,83,3,16,1
Postgraduate,Widow,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,58,Alone,Three or More Children,353,3,23,0
Graduate,Married,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,40,Partner,One Child,1003,2,26,0
Postgraduate,Single,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,51,Alone,Two Children,1139,2,31,0
Graduate,Together,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,1,67,Partner,Two Children,797,3,25,0
Graduate,Divorced,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,65,Alone,Two Children,1638,2,29,0
Postgraduate,Married,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,49,Partner,Two Children,401,3,23,0
Graduate,Divorced,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,37,Alone,Two Children,84,2,19,0
Graduate,Married,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,65,Partner,One Child,928,2,20,0
Graduate,Divorced,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,53,Alone,Two Children,203,2,17,0
Graduate,Together,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,56,Partner,One Child,858,2,18,0
Graduate,Together,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,50,Partner,One Child,409,2,16,0
Graduate,Together,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,54,Partner,Three or More Children,282,5,21,0
Graduate,Single,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,46,Alone,One Child,1423,1,18,0
Graduate,Single,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,1,62,Alone,One Child,1449,1,20,1
Graduate,Widow,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,52,Alone,Two Children,28,2,11,0
Graduate,Together,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,49,Partner,Two Children,67,3,11,0
Postgraduate,Married,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,37,Partner,One Child,199,2,14,0
Postgraduate,Single,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,57,Alone,One Child,1453,1,23,0
Postgraduate,Widow,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,60,Alone,Two Children,1198,2,39,0
Postgraduate,Married,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,1,51,Partner,Two Children,178,3,17,0
Graduate,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,69,Partner,One Child,976,2,15,0
Postgraduate,Together,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,63,Partner,One Child,1001,2,17,0
Postgraduate,Married,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,41,Partner,One Child,1919,2,23,2
Undergraduate,Single,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,69,Alone,Two Children,350,2,17,0
Postgraduate,Single,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,69,Alone,One Child,1650,1,28,1
Postgraduate,Together,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,0,68,Partner,Three or More Children,46,4,12,2
Postgraduate,Single,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,1,54,Alone,Two Children,95,2,13,0
Postgraduate,Married,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,75,Partner,Three or More Children,62,4,13,0
Graduate,Together,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,37,Partner,Two Children,1761,3,31,1
Postgraduate,Together,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,44,Partner,One Child,467,2,24,0
Graduate,Married,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,45,Partner,One Child,1149,2,21,1
Undergraduate,Single,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,41,Alone,One Child,2052,1,21,1
Postgraduate,Married,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,47,Partner,Two Children,1416,3,24,0
Postgraduate,Together,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,49,Partner,One Child,1113,2,22,0
Postgraduate,Single,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,0,72,Alone,Two Children,966,2,32,1
Graduate,Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,71,Alone,One Child,833,1,20,0
Postgraduate,Together,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,52,Partner,Two Children,46,3,16,0
Graduate,Together,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,52,Partner,One Child,960,2,21,0
Postgraduate,Married,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,53,Partner,Two Children,1829,3,38,1
Graduate,Single,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,52,Alone,Two Children,779,2,31,0
Postgraduate,Divorced,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,48,Alone,Two Children,811,2,29,0
Undergraduate,Single,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,71,Alone,Three or More Children,1120,3,28,0
Postgraduate,Together,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,61,Partner,Two Children,725,3,25,0
Graduate,Divorced,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,1,40,Alone,One Child,1187,1,13,1
Graduate,Together,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,70,Partner,One Child,2302,2,20,3
Undergraduate,Single,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,37,Alone,One Child,66,1,16,0
Postgraduate,Married,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,36,Partner,One Child,1250,2,27,2
Undergraduate,Married,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,41,Partner,Two Children,683,3,23,0
Graduate,Divorced,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,44,Alone,Three or More Children,305,3,16,0
Graduate,Together,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,46,Partner,Two Children,50,3,10,0
Undergraduate,Divorced,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,48,Alone,Two Children,995,2,24,0
Postgraduate,Together,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,44,Partner,Two Children,41,3,10,0
Postgraduate,Together,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,0,47,Partner,Three or More Children,77,4,14,1
Postgraduate,Divorced,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,1,50,Alone,Three or More Children,171,3,18,0
Postgraduate,Single,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,52,Alone,Three or More Children,131,3,15,0
Postgraduate,Together,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,47,Partner,Three or More Children,54,4,11,0
Postgraduate,Married,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,47,Partner,Three or More Children,53,4,20,0
Graduate,Married,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,1,58,Partner,Two Children,475,3,21,0
Graduate,Single,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,71,Alone,Two Children,694,2,27,0
Graduate,Married,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,50,Partner,Three or More Children,96,4,13,0
Postgraduate,Divorced,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,66,Alone,Two Children,361,2,22,0
Graduate,Divorced,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,56,Alone,Two Children,1079,2,28,0
Postgraduate,Single,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,61,Alone,Two Children,578,2,25,0
Postgraduate,Together,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,1,54,Partner,Two Children,64,3,13,0
Postgraduate,Married,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,48,Partner,Two Children,149,3,19,0
Graduate,Married,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,43,Partner,Three or More Children,231,4,22,0
Graduate,Together,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,64,Partner,Two Children,728,3,25,0
Graduate,Married,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,1,50,Partner,One Child,1778,2,25,2
Graduate,Married,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,50,Partner,Two Children,93,3,17,0
Postgraduate,Married,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,49,Partner,Two Children,23,3,12,0
Graduate,Together,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,43,Partner,Two Children,662,3,33,0
Graduate,Married,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,35,Partner,One Child,1198,2,19,0
Postgraduate,Together,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,55,Partner,Three or More Children,81,5,18,0
Undergraduate,Married,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,1,0,35,Partner,Two Children,92,3,18,0
Undergraduate,Divorced,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,64,Alone,Two Children,491,2,23,0
Postgraduate,Together,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,52,Partner,One Child,1564,2,26,0
Graduate,Married,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,61,Partner,One Child,926,2,24,0
Postgraduate,Together,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,64,Partner,One Child,1910,2,20,1
Postgraduate,Married,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,58,Partner,Three or More Children,411,5,28,0
Graduate,Married,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,71,Partner,Three or More Children,94,4,13,0
Graduate,Together,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,0,69,Partner,Two Children,1085,3,35,1
Undergraduate,Widow,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,63,Alone,Three or More Children,23,3,8,0
Graduate,Divorced,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,58,Alone,One Child,6,1,14,0
Postgraduate,Divorced,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,44,Alone,Two Children,54,2,13,0
Graduate,Divorced,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,45,Alone,Two Children,1150,2,35,0
Graduate,Married,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,1,73,Partner,One Child,1415,2,26,2
Postgraduate,Married,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,49,Partner,Two Children,405,3,20,0
Postgraduate,Married,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,45,Partner,One Child,1908,2,21,0
Graduate,Married,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,0,1,54,Partner,One Child,2486,2,31,3
Undergraduate,Single,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,47,Alone,One Child,1315,1,29,0
Postgraduate,Widow,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,67,Alone,Three or More Children,45,3,12,0
Graduate,Divorced,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,69,Alone,One Child,1789,1,18,4
Undergraduate,Married,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,51,Partner,Two Children,19,3,11,0
Postgraduate,Together,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,0,0,42,Partner,Two Children,573,3,31,1
Graduate,Divorced,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,69,Alone,Three or More Children,108,3,11,0
Graduate,Together,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,45,Partner,One Child,1493,2,29,1
Graduate,Together,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,66,Partner,Three or More Children,89,4,14,0
Graduate,Married,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,0,0,50,Partner,Two Children,936,3,31,1
Graduate,Divorced,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,67,Alone,Two Children,343,2,20,0
Postgraduate,Widow,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,67,Alone,Two Children,528,2,27,2
Postgraduate,Single,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,1,36,Alone,One Child,1901,1,13,2
Undergraduate,Married,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,0,1,42,Partner,Three or More Children,724,4,30,2
Graduate,Together,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,36,Partner,Two Children,58,3,15,0
Postgraduate,Married,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,69,Partner,Two Children,297,3,24,0
Graduate,Single,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,0,1,69,Alone,Two Children,488,2,25,1
Postgraduate,Married,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,70,Partner,Two Children,859,3,26,0
Graduate,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,71,Partner,One Child,1574,2,21,1
Graduate,Married,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,0,55,Partner,Three or More Children,69,4,18,1
Postgraduate,Single,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,60,Alone,Three or More Children,17,3,10,0
Graduate,Together,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,0,44,Partner,Two Children,2194,3,26,3
Postgraduate,Together,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,47,Partner,Two Children,116,3,10,0
Graduate,Single,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,45,Alone,Two Children,279,2,27,0
Postgraduate,Together,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,55,Partner,Two Children,103,3,15,0
Postgraduate,Married,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,52,Partner,Three or More Children,44,4,14,0
Postgraduate,Married,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,72,Partner,One Child,406,2,18,0
Undergraduate,Married,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,58,Partner,One Child,1363,2,23,1
Graduate,Together,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,54,Partner,One Child,236,2,13,0
Graduate,Married,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,50,Partner,Two Children,39,3,13,0
Graduate,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,47,Alone,One Child,137,1,15,0
Graduate,Married,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,50,Partner,Two Children,79,3,17,0
Postgraduate,Together,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,49,Partner,Two Children,63,3,14,0
Postgraduate,Together,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,1,70,Partner,Three or More Children,1314,5,32,0
Postgraduate,Together,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,57,Partner,Two Children,71,3,11,0
Graduate,Married,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,45,Partner,Two Children,58,3,15,0
Postgraduate,Married,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,56,Partner,Two Children,702,3,25,0
Graduate,Single,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,0,1,45,Alone,Two Children,94,2,14,1
Undergraduate,Single,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,36,Alone,Two Children,80,2,16,0
Postgraduate,Divorced,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,65,Alone,Two Children,22,2,9,0
Undergraduate,Together,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,59,Partner,Two Children,1211,3,38,0
Graduate,Together,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,1,52,Partner,One Child,1461,2,25,1
Graduate,Single,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,1,52,Alone,One Child,1968,1,23,0
Graduate,Together,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,54,Partner,One Child,1091,2,18,0
Undergraduate,Married,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,46,Partner,Two Children,55,3,13,0
Graduate,Married,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,50,Partner,One Child,1366,2,21,1
Graduate,Single,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,43,Alone,One Child,313,1,21,0
Postgraduate,Together,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,65,Partner,Three or More Children,62,4,15,0
Postgraduate,Single,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,51,Alone,Three or More Children,92,3,16,0
Postgraduate,Married,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,0,1,52,Partner,Two Children,72,3,12,1
Graduate,Married,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,70,Partner,Two Children,655,3,26,0
Graduate,Married,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,0,0,64,Partner,Two Children,704,3,21,1
Graduate,Married,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,0,69,Partner,Three or More Children,54,4,16,0
Graduate,Together,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,61,Partner,One Child,1033,2,16,1
Graduate,Together,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,1,37,Partner,Two Children,36,3,11,0
Postgraduate,Single,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,58,Alone,Two Children,122,2,17,0
Postgraduate,Married,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,57,Partner,Two Children,122,3,11,0
Postgraduate,Married,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,63,Partner,Two Children,1123,3,30,0
Graduate,Together,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,39,Partner,Two Children,497,3,26,0
Graduate,Married,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,0,57,Partner,Two Children,691,3,30,1
Undergraduate,Married,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,58,Partner,One Child,1363,2,23,1
Postgraduate,Together,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,0,0,57,Partner,Three or More Children,12,4,12,1
Postgraduate,Married,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,74,Partner,One Child,2440,2,30,0
